2.849649519683647241e-04,9.632647711345159684e-04,1.749192001348696436e-03,2.468598093073126696e-03,2.982600011013715295e-03,3.062056010713135306e-03,2.469437192349886994e-03,1.275556239495257132e-03,1.748506420502052056e-04,2.165905393741960347e-04,1.711748715158883201e-03,3.310933192694603174e-03,2.948230489284157929e-03,7.020154887056649726e-04,5.938924165543005458e-04,7.964968896607485527e-03,2.349564213128957357e-02,3.997442276592590160e-02,4.670090661457594605e-02,3.857504581513621772e-02,2.100953817479911043e-02,5.451088053020364775e-03,1.111178697048055104e-06,4.270177391679886442e-03,1.221617364301787710e-02,1.838960494469699808e-02,2.121836439365371030e-02,2.190997885982325435e-02,2.187335777241940227e-02,2.118019504182461557e-02,1.851834840700777168e-02,1.261404934824620662e-02,4.749742371628186931e-03,4.121321799616566782e-05,4.512671775007256504e-03,1.900414484249340202e-02,3.601487581728680942e-02,4.433134370307255379e-02,3.824147636098421121e-02,2.237680759719251622e-02,7.275250126936414104e-03,3.616061081340690752e-04,1.174279656068116578e-03,4.232715896648153904e-03,5.067987787371628326e-03,3.255159491386979808e-03,9.569655844557228017e-04,2.973705314384649532e-06,5.597990766454260473e-04,1.715106051816275541e-03,2.555331687914791632e-03,2.683162805060990315e-03,2.163288983958876806e-03,1.304700612230495684e-03,4.921364865978508857e-04
1.077035829769073172e-03,1.956848430701624720e-03,2.545613954149224863e-03,2.430615587079232136e-03,1.640702743470608604e-03,6.392875808750338304e-04,3.492097477241703102e-05,2.158254341847025697e-04,1.100622575067776270e-03,2.107544856106947310e-03,2.418948511655210146e-03,1.585798616429951379e-03,2.628899648196851742e-04,4.187946252784260979e-04,4.275169027784801908e-03,1.213780199534605225e-02,2.082548351573019346e-02,2.486334645815726010e-02,2.059084888688085188e-02,1.011791515199212711e-02,1.165058237942851252e-03,2.082298535366729469e-03,1.595520541770325054e-02,3.876023371535791684e-02,6.272927958932453252e-02,8.148410196997972477e-02,9.273747592288281161e-02,9.740407469229200865e-02,9.700226326412830780e-02,9.171435806490550735e-02,8.029991090251824282e-02,6.187780991563547606e-02,3.847284044297972355e-02,1.606950553636697643e-02,2.213942225278148126e-03,1.038442986542316687e-03,9.735651539391517242e-03,2.009973423234422824e-02,2.431722977562859531e-02,2.014233471229669517e-02,1.129456267871444854e-02,3.497538282226069894e-03,1.282451182624053782e-04,8.006523841916139651e-04,2.948212615923674444e-03,4.217754818618238942e-03,3.778340494440952848e-03,2.207597586749754631e-03,6.534400373604079852e-04,2.713376326127258682e-06,4.112960599155299083e-04,1.304840859846078923e-03,1.835973001021898570e-03,1.549477574854153704e-03,7.409858323254716684e-04
1.248462662264415712e-03,1.737386380852081044e-03,1.713058866047630253e-03,9.809956375758507527e-04,1.363507986157160728e-04,1.941629288172520081e-04,1.567137266929667953e-03,3.462405498727340672e-03,4.436976786526173645e-03,3.657195396833507264e-03,1.692773917998218955e-03,1.458410809276062929e-04,4.588049378166269752e-04,2.836054061911812661e-03,6.006278401586865635e-03,7.944982869503120285e-03,7.162161730011188873e-03,3.899357423347811231e-03,5.476633750969374425e-04,8.532491851710063925e-04,8.098537818476882894e-03,2.320326714552901903e-02,4.397454820072635440e-02,6.609662119011386339e-02,8.523422140940700720e-02,9.884237258635809875e-02,1.066212426285262915e-01,1.096422184145857404e-01,1.089955109752754475e-01,1.048508176338120573e-01,9.639411611379909706e-02,8.265864040992000616e-02,6.384125915001376272e-02,4.225970892353120290e-02,2.205295431815971693e-02,7.461503761181349260e-03,6.676340611749927633e-04,6.867537603350388695e-04,4.097809831442427060e-03,7.070592399682142960e-03,7.333972850434133939e-03,4.973282893556322561e-03,1.830522323868351633e-03,6.484362786286418704e-05,7.398856771323826303e-04,3.193710308269507355e-03,5.544859978855900054e-03,6.052349279763109650e-03,4.403553318249415691e-03,1.889510258274194193e-03,2.359449513911843427e-04,1.072350811565137051e-04,7.241958028279082797e-04,9.350340389261270306e-04,4.860706999810228109e-04
5.678127902992923751e-04,6.724963621701506066e-04,4.509457947843820928e-04,3.865854423937131062e-05,3.354170342954381975e-04,2.206767417730163498e-03,5.106829264698461296e-03,6.965392801252307496e-03,6.039310688448485710e-03,2.927105185746616597e-03,3.229338933817474519e-04,4.567960285216613055e-04,2.850879503729181804e-03,4.810602074907579032e-03,4.177097910032143667e-03,1.566722218760448985e-03,1.014324896440334808e-06,2.468380534484861371e-03,9.701836818904137349e-03,1.985947070890305838e-02,2.992888058570837215e-02,3.746914388036665794e-02,4.152112487757786408e-02,4.248157125755074731e-02,4.144160205917285511e-02,3.955823302981490569e-02,3.772123750311053014e-02,3.648497289699190876e-02,3.612080615274697315e-02,3.666669230291268178e-02,3.791453158471706081e-02,3.934028739789460771e-02,4.004892039365608863e-02,3.887009491242912618e-02,3.474127124617715223e-02,2.736133138610614968e-02,1.779091256909402091e-02,8.434919940456989118e-03,2.029853008343454699e-03,1.602715888455450099e-07,1.358735108509073275e-03,3.302632333175528189e-03,3.387548273980086656e-03,1.554369410818314153e-03,3.981482290875144447e-05,1.035499525957700841e-03,4.305058065544620574e-03,7.242283516250580880e-03,7.397296180767104663e-03,4.816656484888062750e-03,1.736382795775680233e-03,1.512992215895727027e-04,8.865135141898154963e-05,3.104038857091924604e-04,1.404361164675239611e-04
1.031237312975598196e-05,1.976346178822487756e-05,5.190919386658523753e-09,2.007407317019505272e-04,1.353515856749411229e-03,3.812943930055428567e-03,6.365486533061992178e-03,6.753684768318763895e-03,4.164700861026174317e-03,8.493521254206285766e-04,2.244401719321836180e-04,2.982910279914892122e-03,5.851479439975088188e-03,5.139757727940557665e-03,1.494600669762561392e-03,2.600661592812294684e-04,6.417337962235061984e-03,1.916367774692638234e-02,3.177910013093927788e-02,3.693596281518607416e-02,3.226792078725993634e-02,2.135764602357676997e-02,1.018077884201709291e-02,2.875810303434431139e-03,1.434895350008192347e-04,3.898750630728749157e-04,1.630215111701433439e-03,2.554751094388004861e-03,2.608472816034637567e-03,1.758256975451366307e-03,4.961716143011875042e-04,7.168884460687542789e-05,2.401648124793339875e-03,9.018844725229829135e-03,1.925784960943357702e-02,2.924136344463455772e-02,3.347215949184066675e-02,2.876731185739055119e-02,1.738956518528828391e-02,5.950818608054283219e-03,3.173456024292938059e-04,1.027730914782383443e-03,3.704978570606184962e-03,3.969236345597488246e-03,1.645658934703746624e-03,7.013759869427199043e-06,1.422818442271405002e-03,4.604349790575413062e-03,6.320172578075856917e-03,5.077510703355327462e-03,2.357638007665901342e-03,4.502436694280190048e-04,1.630993811358217621e-07,8.591064331511599024e-05,1.603207137914792820e-05
3.496480517190033582e-04,1.979221469833417101e-04,1.836328070926251878e-04,4.573535977881145517e-04,1.355687897487332233e-03,2.903729294125695880e-03,4.048900953154245877e-03,3.361045825123924920e-03,1.133789306216965260e-03,2.819394186608322649e-05,2.315803162611363569e-03,6.430028585466959594e-03,7.769557945159069785e-03,4.205204639219140006e-03,1.566576104790248498e-04,3.269157238607167410e-03,1.593793378153022036e-02,3.087492808004510189e-02,3.658867179061406349e-02,2.803076164367419854e-02,1.178054324110545427e-02,7.254422193218144780e-04,3.778437631566970104e-03,2.018116125552770618e-02,4.214699810922222650e-02,6.154562127421738665e-02,7.428477290899120067e-02,8.012257847315239212e-02,8.001648851584301780e-02,7.401434443832277665e-02,6.125493193343745785e-02,4.203760870668517974e-02,2.036456921785107996e-02,4.055141964824290728e-03,5.134961403043589558e-04,1.043265037028968771e-02,2.543376807199763251e-02,3.350070409593769449e-02,2.850889790504317414e-02,1.500137749644050479e-02,3.337138026631507239e-03,5.155499730826930839e-05,3.071769653228897425e-03,5.811026443074104701e-03,4.621381921829522364e-03,1.442488156547326334e-03,4.476111097007683786e-07,1.150888327369022600e-03,2.663974879004927382e-03,2.549541186091262845e-03,1.196194293467603333e-03,1.655302505774839154e-04,2.174001354575324577e-05,1.186484722908245112e-04,1.654594397030407921e-05
1.181878744849271592e-03,5.375047557977443314e-04,2.140037084326183313e-04,1.794783075386677414e-04,3.793124268976363575e-04,7.803450866873201880e-04,9.622959191101443854e-04,4.760050320158396801e-04,4.139662559929343126e-06,1.309551090362658056e-03,4.916958710809903911e-03,8.178575543408860005e-03,7.369743371744287043e-03,2.707690602325835486e-03,3.122362861217179222e-05,5.247512161861158340e-03,1.656353208455690895e-02,2.413871004384473412e-02,1.969604631031258990e-02,6.783388660672384426e-03,7.498942610971990642e-05,1.321502773613631061e-02,4.696157640811016165e-02,8.887846861105197505e-02,1.236759901133122619e-01,1.435998241487680960e-01,1.505936310827082347e-01,1.512276058767812459e-01,1.505017942181772483e-01,1.485185724629431991e-01,1.405455239543480783e-01,1.203572055654601736e-01,8.620736923855661094e-02,4.557865841591245137e-02,1.298939692872527404e-02,1.077881781612435625e-04,6.108529879099559336e-03,1.813246693894911971e-02,2.243659479545199661e-02,1.562445876498688019e-02,5.191040818007594017e-03,8.396049395903268278e-05,2.010982073244060690e-03,5.826558354490541866e-03,6.483653720128951942e-03,3.835838230751148058e-03,1.002593958130267590e-03,7.187562690302940895e-06,2.242765013677297005e-04,3.021948574973535467e-04,5.313028309324408584e-05,6.238692477207546754e-05,3.857326818369954057e-04,4.756490688220426006e-04,1.655466264075450332e-04
1.534696542854041123e-03,4.353795094235969544e-04,1.945247591195172290e-05,2.780744682750086209e-05,5.333088444438835901e-05,2.614248818228432917e-05,2.269947911079348598e-05,1.412743981980374669e-04,8.133141891474771805e-04,2.631253309903317482e-03,5.176470028228361345e-03,6.433565006567460581e-03,4.646518979495862546e-03,1.179308969547548588e-03,2.023644645408808761e-04,3.975199318529856578e-03,8.899520830658111045e-03,8.629634337193953925e-03,2.671267057820190648e-03,6.309461181157768840e-04,1.509124263695830678e-02,4.874985429037724527e-02,8.933167284504954508e-02,1.184489040401747045e-01,1.258371782177378218e-01,1.153689501373672682e-01,9.914915886884129170e-02,8.802903583289384271e-02,8.720233254757377150e-02,9.659230893132715601e-02,1.110400825391956448e-01,1.201393205309933959e-01,1.124575580850947082e-01,8.446162461716232028e-02,4.594559326117984149e-02,1.419808790362027048e-02,5.992363530589087757e-04,2.477541324611797716e-03,8.038246300285371848e-03,8.349075403299054815e-03,3.829044668751304097e-03,2.503468779876109776e-04,8.901366390928082189e-04,3.777224990482455635e-03,5.275788526400897703e-03,4.237358951858115862e-03,2.178564902458041911e-03,7.495613822783056242e-04,2.322465345649647750e-04,1.840485212663346454e-04,4.170827389438240876e-04,9.156886773597706008e-04,1.351383779066470028e-03,1.266151280891443650e-03,6.713215192778994398e-04
1.051300022103277996e-03,9.115054193722580116e-05,1.323051062492107519e-04,6.797163580587261373e-04,1.058911458564739186e-03,1.071092087017341951e-03,9.500467353706069278e-04,9.753200197857336048e-04,1.310229140947245623e-03,1.966255034066872239e-03,2.590092716971391981e-03,2.475213406886789865e-03,1.345277304294429906e-03,1.498748402584879871e-04,2.850072766406821405e-04,1.534903301463088655e-03,1.762629168534071179e-03,2.704672964637991860e-04,1.456942046011895815e-03,1.269432191949789249e-02,3.597869456408117617e-02,6.185806698347456195e-02,7.448744701031537185e-02,6.513115486584708513e-02,4.051618288131593471e-02,1.650457100929037316e-02,3.638361944266383079e-03,3.588036071917451121e-04,3.104530017208677285e-04,3.175697642554359875e-03,1.486780629224877977e-02,3.704867637716172113e-02,5.993346037490107636e-02,6.865886742061073911e-02,5.695805752455451731e-02,3.303312963212438197e-02,1.160272614201598995e-02,1.320605849048646580e-03,2.490933403653871692e-04,1.604176223759571111e-03,1.400348572202137713e-03,2.732038805465785434e-04,1.105041982830284354e-04,1.079317085640122591e-03,1.969257393110329310e-03,2.007247790942899915e-03,1.473745220060805779e-03,9.687379404208855925e-04,7.710598100323254409e-04,8.985908497651308750e-04,1.303765462386479715e-03,1.807154410244363055e-03,2.070346060359664134e-03,1.851861707249401407e-03,1.250189492642518217e-03
2.889698587516615551e-04,3.015120542692776391e-05,6.671537737265476487e-04,1.624308757877162375e-03,2.201629054299941799e-03,2.113851234387310700e-03,1.581216067134583788e-03,9.924596719056552521e-04,5.699148036891745969e-04,3.191586186101916592e-04,1.579749820897449926e-04,3.739785680962330632e-05,6.637251673089787497e-06,1.465513233700340920e-04,3.220907965743838482e-04,1.824933689302409197e-04,5.133964442279197508e-05,2.113193018375808009e-03,9.608895501456923838e-03,2.283864459503311128e-02,3.537956915190523799e-02,3.675904112283914782e-02,2.274398081073080585e-02,4.243525063119122503e-03,2.758272151570327884e-03,3.190056285941459541e-02,8.104777554722979171e-02,1.193278037687248577e-01,1.197667068328532175e-01,8.223286962479273154e-02,3.331394835056539216e-02,3.437479959204701573e-03,3.230201353594179797e-03,1.984332462900843114e-02,3.285084816785312917e-02,3.185630498115374354e-02,2.064522767424789573e-02,8.755040709401999341e-03,1.986730940932584805e-03,6.664875835081304355e-05,1.274839844539336952e-04,2.506207790710019475e-04,1.255263587673858259e-04,1.279796507689977606e-05,8.707608589017232879e-06,5.251634130046909120e-05,1.091603710734310209e-04,2.068176032931473541e-04,4.019351280485238443e-04,7.253233269560026850e-04,1.111538011522277946e-03,1.402257339940573807e-03,1.471359745357882177e-03,1.337714153801956895e-03,1.129185032213891491e-03
